uniqueid,time,game,firstPlayer,choice1,rangeProb1,judgements1,choice2,rangeProb2,judgements2
22,561957.0,threat1,row,A,50,William wants to make the most money he can.,B,50,Jack wants the best chance to earn the most he can.
23,59981.0,coordination1,row,A,85,It is shared evenly if they choose A and none if they choose B,B,2,His choice made sure neighter would get any
23,87664.0,coordination0,column,A,66,Trying to give equal for both,A,95,They wanted to give each other equal amounts
23,135387.0,threat0,column,A,75,Chose what would give the other the most payout,A,57,Got most fo rhimself but still gave some to other
23,177339.0,threat3,row,B,84,Most payout for other person,B,7,He made sure Robert got nothing even if it meant he got less
23,212271.0,threat1,column,B,43,She wants to get the most for herself,A,53,Made sure they both got some
23,243187.0,pd0,row,A,86,Equalized payment,A,94,THey both get the same amount
23,275263.0,pd3,column,B,4,She wants only for herself,B,9,Made sure Olivia got less and she got some
23,319694.0,singleControl1,row,A,73,Equal for both,B,5,Richmond made sure Sally got nothing
23,339122.0,singleControl0,column,A,66,Equal for both,A,94,Made sure they both got equal amount
23,374506.0,disjunctive3,column,B,54,Both would get equal,B,4,"Even at expense at his own payout, he made sure she got nothing"
23,392842.0,disjunctive0,column,A,93,Makes sure both get 12,A,66,Both get equal
24,153247.0,coordination1,row,A,100,I think that Sydney is friends with the other player based on the fact that they could both end up with $12.,B,0,If they were friends I would think Kaylee would have chosen A as well.
24,228784.0,coordination0,column,A,50,I'm not sure if they are friends.  I would think they are because they would both end up with $12.,A,100,They both ended up in the best outcome.
24,300519.0,disjunctive3,row,B,50,I'm not completely sure if they would be friends.  It could go either way.,B,0,Gerald made a decision resulting in both of them not receiving any money.
24,425652.0,disjunctive0,column,A,50,"Hannah choose the best option for herself so I""m not sure how that goes with their friendship.",A,100,Rebecca chose in a way that they both receive the money.
24,521187.0,pd0,row,A,100,They are friends because he makes a choice that results in the other player also receiving money.,A,100,They are friends because they both end up with money.
24,622249.0,pd3,column,B,2,Zoe seems to have did what was best for her.,B,50,I'm not sure if they are friends or not.  I do know  the choice made it so they had equal amounts.
24,738711.0,threat3,row,B,50,I think they could be friends but then I think there is a possibility they could not be.  It is hard to tell.,B,50,If they are friends than Richmond is the kindest friend out there.  He ended up with nothing.
24,797582.0,threat1,row,A,100,I think they could be friends because he chose the most money for the both of them.,B,50,I'm not sure they are friends because Matthew acted very selfishly. 
24,946368.0,threat0,column,A,100,I think that Jack and Kate are friends and that he wants her to have more.,A,100,I think they are definitely friends and that Jack wanted Kate to have more.
24,1030213.0,singleControl1,row,A,50,I'm not really sure because the amounts don't change and no matter what she chose it would be the same.,B,0,Based on the choice I would say that they are not friends.
24,1104288.0,singleControl0,column,A,100,"They are friends because the choice gives them both the same, while the other choice would have left Olivia with nothing.",A,100,I just think they are friends because of Luke's choice.
25,76678.0,pd3,row,B,6,"If they were friends, she would have choosen a and they could be equal amounts.",B,86,"They have the same amount, not more than the other"
25,147789.0,pd0,row,A,88,"Equal amounts they are equal, not enemies ",A,88,"they are equal; not enemies, same amount of money"
25,199959.0,threat0,row,A,100,Luke is very generous - giving more than receiving,A,90,"Luke is generous, giving more away."
25,271287.0,threat1,row,A,48,could be either way; at least it wasn't zero,B,50,He did what Sally did- gave a little bit
25,314493.0,threat3,column,B,50,could go either way - at least got something,B,50,did the same thing Lauren did - gave a little
25,386936.0,coordination1,row,A,87,even steven - the most for both,B,50,Not sure why you would choose that - could be either
25,420646.0,coordination0,column,A,78,same amount for both - nice,A,77,they are friends - same amt
25,447662.0,disjunctive0,column,A,50,nice - equal amounts to both,A,83,"yep friends, equal amt to both"
25,499226.0,disjunctive3,row,B,51,nice equal amounts to both,B,10,well i guess they are enemies - no money for either
25,548196.0,singleControl1,row,A,51,hard to say - equal amounts to both,B,7,more money to one of them
25,588567.0,singleControl0,column,A,52,equal amounts - better than 0,A,76,equal amounts better than 0
26,169771.0,singleControl0,row,A,82,she chose matthew to recieve 6 dollars ,A,74,choose to share equally 
26,288291.0,singleControl1,row,A,56,sydney could just be nice ,B,43,hannah is not a nice person 
26,369464.0,threat0,row,A,49,ryan is greedy,A,37,ryan is greedy
26,452192.0,threat1,row,A,43,Rebecca is greedy also,B,39,emily is greedy also
26,547274.0,threat3,row,B,36,gerald is greedy ,B,47,franks is nice
26,643551.0,disjunctive3,row,B,67,Richmond is a good person,B,10,austin is mean
26,723710.0,disjunctive0,column,A,77,Kaylee is nice,A,100,Olivia is kind and generous
26,798498.0,pd3,row,B,78,luke is fair,B,87,kate is fair also
26,879051.0,pd0,column,A,84,Sally is a person who shares,A,91,Gavin like to be fair
26,1104309.0,coordination1,column,B,47,Jack just choice b  because it was the only way he would gain,A,0,neither wanted the other to gain 
26,1204609.0,coordination0,row,A,77,he wanted matt to gain,A,79,he wanted both to gain 
27,45847.0,singleControl0,row,A,69,They both get equal so it seems like she likes him and is kind,A,90,I htink they wanted to get equal amounts so no one lost
27,91358.0,singleControl1,column,B,35,This one is not equal so i dont think they were friends,A,12,I think he only cared about himself
27,119584.0,pd0,column,A,89,they are equal so I think they are friends,A,94,I think they are friends becuase they wanted each to get money
27,156682.0,pd3,column,B,10,I think he was looking for himself,B,10,I htink it was just luck the received equal
27,186982.0,coordination1,row,A,91,They wanted each other to get money,B,43,Hmm now im not sure. Maybe it was luck
27,213847.0,coordination0,column,A,80,THey seem like they wanted to be equal,A,99,They wanted each other to get the same amount
27,239410.0,disjunctive0,row,A,89,I think they wanted each other to get equal,A,94,They each wanted to get equal money
27,261128.0,disjunctive3,column,B,92,They wanted to give each other same amount,B,94,i think this was a case of bad luck
27,294070.0,threat0,row,A,62,It seems like he wanted to share but he still wanted more money,A,50,He still wanted to receive the most 
27,367769.0,threat3,row,B,21,She only cared about herself,B,54,Im not really sure on this one
27,395709.0,threat1,row,A,53,I think she likes him but still wants to get more money,B,53,I think this was case of bad luck
28,101141.0,disjunctive3,row,B,0,Sally chose zero.,B,0,Both players received zero.
28,264833.0,disjunctive0,column,A,100,Both are friends.,A,100,Shows both are friends.
28,332547.0,pd0,row,A,97,Both are friends,A,100,both get same amount
28,399021.0,pd3,row,B,21,won't know until William chooses,B,98,both get same amount
28,497589.0,coordination1,column,B,27,won't know until Hannah chooses,A,0,enemies due to both getting zero
28,583100.0,coordination0,row,A,99,won't know until Gavin chooses,A,100,Friends due to same amount
28,665667.0,threat1,column,B,17,both have to choose for accurate results,A,69,they each received money
28,715467.0,threat0,column,A,73,both have to choose,A,60,both got money
28,806171.0,threat3,row,B,5,someone is getting zero,B,0,someone was getting zero
28,896108.0,singleControl0,column,A,73,Sydney needs to choose for analysis,A,100,both got the same
28,973611.0,singleControl1,row,A,100,makes sure both get the same,B,0,Jack didn't want Olivia to get any moolah
29,217772.0,pd0,row,A,85,Hannah's choice provides Frank with the opportunity to earn more money than if she had chosen B. She has also given Frank the option to not let Hannah earn any money.,A,96,"Frank chose the option that earned him less money. This was the ""fair"" choice that earned both people the same amount of money. I think this makes it likely that they are friends."
29,351948.0,pd3,column,B,16,Lauren has protected herself from not earning any money. She may not trust Emily to pick A if she also chose A. ,B,9,I do not think this changes the likely hood of being enemies much. Emily simply chose the option that earned her the most money. 
29,522317.0,coordination0,row,A,49,I think it is equally likely they are friends or enemies. Both choices present the same possible payouts. ,A,59,I think it is slightly more likely they are friends. If Jack did not like Megan he may be tempted to stop Megan from earning any money out of spite. 
29,608668.0,coordination1,row,A,50,I think it is equally likely that they are friends or enemies since the possible payouts are the same. ,B,0,Daniel choosing to sacrifice his own earnings to stop Luke from earning any money signals to me they are enemies. 
29,752403.0,disjunctive3,column,B,61,I think it is more likely that they are friends. Rebecca may trust Gavin to pick A. ,B,0,If they were friends I do not think Gavin would give up $12 so Rebecca would nothing.
29,862262.0,disjunctive0,row,A,45,I think it is equally likely that they are friends or enemies. William may trust Sydney but also want to make sure they both earn $12. ,A,50,Sydney did not have a meaningful choice to make so I do not think the odds changed. 
29,993906.0,singleControl0,column,A,91,I think it is more likely they are friends since Kaylee prevented Kate from earning nothing. ,A,92,Kate did not have a meaningful choice so I do not think the odds changed. 
29,1046590.0,singleControl1,column,B,0,Matthew prevented Geoff from earning any money when his own payouts did not change. ,A,0,Geoff did not have a meaningful choice so the odds do not change. 
29,1158245.0,threat1,column,B,42,I think it is slightly more likely that they are enemies since Richmond made the more selfish choice. ,A,41,I do not think the odds changed since Matt simply made the choice that earned him more money. 
29,1275446.0,threat0,column,A,94,I think they are friends because Austin made a choice that earns him less than Gerald with the possibility of earning nothing. ,A,93,I do not think the odds changed because Gerald simply chose the option that earned him the most money. 
29,1420722.0,threat3,row,B,10,I think it is more likely they are enemies because Jacob chose the option that earns both players less money with the possibility of earning nothing for one of the players. ,B,0,If they were friends Maria may have chosen A and give her friend money. Since she chose B I think they are definitely enemies. 
30,396662.0,singleControl1,row,A,9,William didn't want Robert to have any money,B,10,William didn't want Robert to have any money
30,454061.0,singleControl0,column,A,97,They wanted to split the money,A,97,They both wanted to split the money
30,554406.0,threat0,row,A,68,Emily picked the option that gives them both money,A,95,They seemed to be friends cause Luke voted for Emily to have more money.
30,630262.0,threat1,row,A,79,Zoe choose the options that gives them both money.,B,63,The both picked an option where they both get money.
30,704464.0,threat3,row,B,27,"Olivia picked the option where she would receive money, but not Geoff",B,10,"Geoff seeing that Olivia choose B, decided to choose B to try to get money."
30,765521.0,disjunctive0,column,A,96,Dan choose A cause they both can have the same amount of money.,A,98,Kate saw what Dan did and choose the same.
30,936289.0,disjunctive3,column,B,78,Matt choose the option where they can both get money,B,3,"Lauren didn't seem to like Matt so much that she didn't want him to have money at all, even at the cost of losing out on money herself."
30,1181096.0,pd3,column,B,20,Maria choose an option that can lead to Jacob having no money.,B,53,I would say Jacob was nice to split the  money. It didn't make them friends or enemies.
30,1312055.0,pd0,column,A,85,Matt choose the option that would give them the chance of them both getting money,A,94,"They both choose the option that gave them money,"
30,1401452.0,coordination0,row,A,81,Rebecca choose the option for them to get money,A,96,Both choose the option to get money
30,1450938.0,coordination1,column,B,84,Jack choose an option to for them to get money,A,12,Gerald decided to not let him nor Jack get money
31,155730.0,threat3,row,B,29,She didn't try to maximize the earnings.,B,5,Logan chose to take the profit for himself.
31,292868.0,threat0,row,A,67,He wanted to maximize the profits for both of them.,A,100,She was selfless and gave Richmond the higher amount.
31,1006843.0,threat1,row,A,55,They might be friends but he could be just trying to get a higher amount.,B,24,Ryan took the higher payment instead of being altruistic.
31,1048684.0,coordination1,column,B,51,"Hard to say, she could be hoping that William choose B too.",A,5,They both only cared about maximum profit and not what the other wanted.
31,1080839.0,coordination0,column,A,54,Its possible that they are friends and want max profit.,A,90,They both chose to benefit each other.
31,1138393.0,singleControl1,column,B,27,Daniel is in it for himself.,A,82,Matthew gave daniel the bonus so they might be friends.
31,1161068.0,singleControl0,row,A,71,He is being altruistic.,A,100,They chose to benefit each other.
31,1185177.0,pd0,row,A,71,He chose the value that would benefit them both.,A,98,They shared the bonus.
31,1215730.0,pd3,row,B,36,He wants a higher profit for himself.,B,35,He chose to take some money for himself.
31,1246814.0,disjunctive0,column,A,86,He wanted a higher profit for both of them.,A,99,They shared the highest bonus together.
31,1297753.0,disjunctive3,row,B,43,"Hard to say, she could be in it for herself.",B,10,"They both wanted a high amount and both ended up getting nothing, they didnt work together."
32,86798.0,disjunctive0,row,A,100,She chose the option that paid them both.,A,100,They both chose an option that would pay them the highest.
32,183710.0,disjunctive3,row,B,8,She chose an option that would potentially pay them $0,B,3,"They both chose to not pay the other, even at the expense of them recieving nothing."
32,257261.0,pd3,column,B,16,She chose the option that pays herself more and Robert nothing,B,55,"Not sure, since he chose the option that still payed them both."
32,324941.0,pd0,row,A,96,He chose the optionthat would benefit them both the most.,A,100,THey both benefited the highest possible amount.
32,383773.0,coordination0,column,A,83,The options are equally likely to benefit them or not.,A,85,They both benefited.
32,430989.0,coordination1,column,B,81,THey can both benefit if Emily chooses correctly.,A,0,"Emily doesn't like Daniel, she chose no money for either of them!"
32,498302.0,singleControl0,column,A,99,She chose the option to make them both benefit.,A,99,They both benefited from the choice.
32,566021.0,singleControl1,column,B,7,Rebecca can't benefit from Jacob's choice.,A,0,"If I was Rebecca I would be really mad at Jacob,He made her lose out on money.  "
32,640501.0,threat1,row,A,97,He picked the better option for them both to benefit.,B,79,Sydney chose the option that benefited her the most but Gerald still made some money.
32,688357.0,threat0,row,A,80,Matt chose an option that would benefit them both.,A,100,Frank even gave Matt the bigger payout.
32,792453.0,threat3,column,B,57,He chose the option that would best benefit him but also could benefit Jack.,B,43,This is tough.  Jack picked a choice that didnt' even pay him any money.  I think this is a tense relationship.
33,59079.0,pd3,column,B,39,Logan had chosen noting for Maria. So it is apparent that Maria is not his friend,B,27,It is clear from both choices that they are not friends.
33,129012.0,pd0,row,A,73,"Since he chose equally, it is likely that he and Gerald are friends.",A,94,"Both have chosen to share equally, so I am almost convinced that they are friends."
33,182494.0,singleControl0,row,A,70,"Since the share is equal, they might be friends.",A,87,"Since both have taken the same option of sharing equally, I am convinced that they are friends."
33,306621.0,singleControl1,column,B,29,"Since Frank left nothing for Richmond, I think they are not friends.",A,50,"Since Richmond decided to share equally but Frank kept all to himself, it is all likelihood that they are neither friends nor enemies. Richmond has a big heart."
33,354901.0,coordination0,column,A,66,"Since Gavin shared equally, they are probably friends.",A,96,"Since both decided to share, I am convinced that they are friends."
33,437865.0,coordination1,column,B,50,I am not able to judge in this situation. Probably David is crazy.,A,56,"I think Luke and David might be friends, since both were not greedy. and did justice to their choice."
33,575412.0,threat1,column,B,38,"Not sure if  they are friends or not, maybe Kate is mean.",A,35,"I think Megan and Kate are not friends.They might not know each other and may not be enemies, but plain strangers who are greedy."
33,689604.0,threat3,column,B,46,They might or might not be enemies. This decision alone does not give a conclusive evidence.,B,64,"I think Zoe is friend to Austin, because he is so generous"
33,752414.0,threat0,column,A,87,I thnk Matt is a good friend of William,A,58,"Matt accepted Williams choice, so they might be friends only."
33,899342.0,disjunctive3,column,B,49,"Since Ryan had the same kind of options, I cannot make a judgement based on his choice alone.",B,17,"Jacob might be crazy, but at the same time he might have enmity towards Ryan, choosing so that Ryan gets nothing even though he also ends up with nothing."
33,961360.0,disjunctive0,row,A,88,I think Kaylee and Geoff are friends.,A,100,"I am convinced that both Kaylee and Geoff are friends, since both decided on the benefits for each other."
34,130308.0,coordination0,column,A,57,It's not really clear from this decision whether they are friends or enemies.,A,85,It seems they chose to benefit each other.
34,185507.0,coordination1,row,A,56,It's not really clear from this decision whether they are friends or enemies.,B,37,It seems they chose to spite each other.
34,204475.0,singleControl1,row,A,53,It's not really clear from this decision whether they are friends or enemies.,B,54,It's not really clear from this decision whether they are friends or enemies.
34,226347.0,singleControl0,column,A,55,It's not really clear from this decision whether they are friends or enemies.,A,61,It seems they chose to benefit each other.
34,249132.0,threat3,column,B,53,It's not really clear from this decision whether they are friends or enemies.,B,57,It's not really clear from this decision whether they are friends or enemies.
34,264972.0,threat0,column,A,55,It's not really clear from this decision whether they are friends or enemies.,A,53,It's not really clear from this decision whether they are friends or enemies.
34,281404.0,threat1,row,A,58,It's not really clear from this decision whether they are friends or enemies.,B,54,It's not really clear from this decision whether they are friends or enemies.
34,290626.0,disjunctive0,column,A,54,It's not really clear from this decision whether they are friends or enemies.,A,56,It's not really clear from this decision whether they are friends or enemies.
34,316019.0,disjunctive3,column,B,56,It's not really clear from this decision whether they are friends or enemies.,B,36,It looks like they chose to spite each other.
34,345019.0,pd0,row,A,55,It's not really clear from this decision whether they are friends or enemies.,A,72,It's not really clear from this decision whether they are friends or enemies.
34,353092.0,pd3,row,B,59,It's not really clear from this decision whether they are friends or enemies.,B,55,It's not really clear from this decision whether they are friends or enemies.
35,76002.0,singleControl0,column,A,72,Ryan chooses to make the payouts fair.,A,100,Both people chose to keep the payouts fair.
35,445641.0,singleControl1,row,A,80,Matthew wants both players to receive a payout.,B,32,"If they were friends, Jacob would have chosen to give Matthew at least some money."
35,596574.0,coordination1,column,B,50,I am not sure about this one.,A,76,"I think Gerald chose to receive $0 as well, because they are friends."
35,738454.0,coordination0,row,A,79,Maria is choosing to make sure they both receive a payout.,A,100,Both participants choose to make sure the other gets a payout.
35,794555.0,disjunctive3,column,B,68,Luke wants Jack to receive some money.,B,4,Jack chose this option to be spiteful and make sure that Luke doesn't get anything.
35,849607.0,disjunctive0,row,A,100,David wants them both to receive some money,A,100,Both players wanted each other to get some money because they are friends.
35,900882.0,threat3,row,B,0,Gavin wants to get the money and for Sally to get nothing.,B,0,Sally wants to get the money and for Gavin to get nothing.
35,967517.0,threat0,row,A,24,Zoe wants to receive more money than Kate.,A,57,Kate chose to let Zoe receive double the payout.
35,1085009.0,threat1,row,A,46,Robert wants to get more of a payout than Matt.,B,32,Matt chose the option that gave him more money than Robert.
35,1211835.0,pd3,column,B,40,Rebecca wants to receive a payout and wants Hannah to get nothing.,B,47,"Hannah wants the payouts to remain fair, even if Rebecca does not."
35,1277772.0,pd0,row,A,75,Olivia wants the payouts to be equal.,A,99,Logan also wants to make sure his friend gets an equal payout.
36,65892.0,coordination1,row,A,51,I can't tell since he can lose or win the same amount.,B,2,niether one got any money
36,109665.0,coordination0,row,A,51,i cant tell since he can win or lose the same amount of money.,A,93,they both got paid.
36,148986.0,disjunctive3,column,B,51,i cant tell since he can win or lose the same amount of money.,B,9,neither one got paid. 
36,169686.0,disjunctive0,row,A,52,i cant tell since he can win or lose the same amount of money.,A,93,they both got paid the money. 
36,214544.0,singleControl0,row,A,53,i cant tell since he can win or lose the same amount of money.,A,91,they both recieved money.
36,278250.0,singleControl1,column,B,13,looks like only jack will get paid in this equation.,A,9,jack didnt want the other guy to get paid 
36,337811.0,threat0,column,A,94,he is ensuring lauren gets paid,A,94,they both got paid
36,385255.0,threat1,row,A,56,cant tell yet.,B,90,they both ensured the both got paid
36,436284.0,threat3,column,B,55,cant tell. could go either way.,B,5,only katie got paid.
36,506127.0,pd0,row,A,54,cant tell just yet,A,93,they both got paid. 
36,534895.0,pd3,row,B,56,cant really tell just yet. ,B,93,they both equally got paid. 
37,288155.0,threat0,column,A,68,Matt is generous in that he give the option for Maria to choose the most profitable for her.,A,62,Maria actually gets the most profit while leaving some for Matt.
37,409145.0,threat3,row,B,35,Geoff's does not willing to leave more profit for Ryan. ,B,22,Ryan pick the one most reward for him and not willing to receive the not reward one. Both not generous.
37,596416.0,threat1,row,A,63,Richmond don't want to be reward with 0 so he pick the option A so he will get at least some amount. can't really mean they are close friends.,B,55,Emily reward the most so they are not that close friends just strangers.
37,709201.0,disjunctive3,column,B,41,Frank is forcing Austin to chose A because that will benefit both of them. Likely enemies.,B,0,Austin is not willing to benefit both equally and choose b instead. Super enemies.
37,803172.0,disjunctive0,row,A,73,"Gerald is good, no matter what both benefit. Likely good friends.",A,71,They are friends. I mean no matter what William picks they both benefit.
37,893457.0,pd3,column,B,44,Gavin not taking chance because he knew Jacob will pick option b. not friends.,B,59,Jacob is kinda forced to pick b. Not friends. 
37,962480.0,pd0,column,A,65,Luke is good at taking risk hoping daniel will pick a. Right now is ok friends.,A,79,Daniel is definitely nice to Jacob so they are close friends.
37,1051310.0,coordination0,row,A,52,No difference in picking which option. Not friend or enemies. ,A,70,Hannah is nice to Logan. Then they are ok friends.
37,1129499.0,coordination1,row,A,55,Right now can't really tell if friends or not. ,B,0,Definitely enemies. Not willing to profit both. Sacrifice benefit causing other to lose.
37,1235252.0,singleControl0,row,A,50,No difference in choosing which option. Cant tell is friend or enemy.,A,79,Pretty much they are friends. Not letting Mathew getting no reward. 
37,1302203.0,singleControl1,row,A,50,Cant tell. Option B is same as option A.,B,12,Rebecca maybe hate kate in that she let Kate getting no reward there's option to get equal reward for both.
38,156129.0,singleControl0,row,A,85,Sydney shared the money fairly.,A,95,Kate shared the money fairly too.
38,435438.0,singleControl1,column,B,16,Matt is selfish about Olivia. They can't be friends.,A,26,Olivia must be stupid. They are not friends.
38,526317.0,pd3,column,B,5,Kaylee is selfish.,B,48,"Jack may be good, but they are not friends."
38,613292.0,pd0,row,A,87,Gerald shared it equitably.,A,95,Luke shared it equitably too. 
38,674524.0,threat0,row,A,55,Sally is self-centered.,A,73,Richmond is a good friend.
38,736787.0,threat3,row,B,77,Frank is selfless. ,B,36,David is selfish.
38,831202.0,threat1,column,B,39,Gavin is not kind to Ryan.,A,70,Ryan is a good friend. 
38,890882.0,coordination0,column,A,87,Geoff shared it equitably.,A,94,Rebecca shared it equitably too.
38,941345.0,coordination1,row,A,81,Hannah is fair to Megan.,B,11,Megan is mean.
38,985338.0,disjunctive3,row,B,79,Lauren did the right thing.,B,24,Maria is just mean.
38,1031592.0,disjunctive0,row,A,77,Jacob is fair to Daniel.,A,95,Daniel is fair to Jacob too.
39,67446.0,disjunctive0,column,A,50,It could equally go either way,A,77,William made sure they were both paid
39,127798.0,disjunctive3,row,B,62,It could go either way,B,0,He is an enemy because he made sure they both weren't paid
39,199331.0,coordination1,row,A,71,It's more likely they are friends because they would both be paid.,B,0,She made sure neither was paid
39,228198.0,coordination0,row,A,84,It's more likely they are friends because they would both be paid.,A,98,They both got a good payout
39,289739.0,pd0,row,A,99,They are friends because they would both be paid.,A,94,They both got the highest amount that both could get
39,366042.0,pd3,row,B,24,She doesn't want to maximize the payout,B,23,Austin just made sure he got something
39,420516.0,threat0,column,A,100,He's willing to let the partner get more money,A,99,He made sure the other got money too
39,476489.0,threat3,row,B,29,Kaylee isn't trying to get the most for both players,B,0,Lauren caused Kaylee not to get anything
39,529231.0,threat1,row,A,97,Either option will get both players paid,B,50,Kate made sure to get more money so it's an equal chance
39,605994.0,singleControl0,row,A,50,Emily's chances are equal either way,A,90,Zoe made sure Emily got paid
39,645913.0,singleControl1,column,B,0,Jacob doesn't want Jack to get paid,A,0,Jack didn't get paid
40,113819.0,threat0,row,A,62,She chose the lower reward to help herself and her friend,A,99,Lauren could have gotten 12 but she took 6 and gave Emily 12 so they are likely friends
40,181893.0,threat1,column,B,35,He chose to benefit himself over the other,A,28,"Matt chose to gain for himself and the other, which you would do regardless of being friends. they're likely not friends"
40,241952.0,threat3,row,B,30,She didn't choose to benefit either of them as much as she could,B,22,Maria took the money for herself
40,323523.0,pd0,row,A,82,Robert is watching out for his friend and offering him 8 or 12,A,99,Daniel chose to benefit them both and get 8-8
40,395226.0,pd3,column,B,16,She didnt trust her partner not to take the full 12 and run so she went with the less risky payout,B,12,he chose what would benefit him most
40,440886.0,coordination0,column,A,52,"hard to say, the options are the same either way",A,52,"hard to say, anyone would choose 12 over 0"
40,483468.0,coordination1,row,A,53,"hard to say, the options are equal",B,0,he must have wanted to mess up his partner by choosing 0 for both of them
40,550895.0,singleControl0,row,A,53,the options are the same,A,66,he didn't have to give luke the $6 but he chose to
40,591405.0,singleControl1,column,B,0,she didn't gain anything by letting zoe get 0,A,0,zoe didn't have a real choice
40,671622.0,disjunctive0,row,A,53,"it doesn't matter what sally chooses, logan can still get 12",A,53,of course logan chose 12 instead of 0
40,732185.0,disjunctive3,row,B,0,megan gave ryan the option of choosing 0 even if he doesn't,B,0,ryan would rather get nothing than megan get something good so they're enemies
41,100819.0,disjunctive3,row,B,50,"Rebecca is not acting rationally, she should choose A regardless. ",B,0,"Again, it makes 0 sense for the first person to choose B. "
41,131693.0,disjunctive0,row,A,52,"Gerald is a rational actor, that's all you can determine.",A,49,David's choice did not matter.
41,167785.0,threat0,column,A,100,He is maximizing Olivia's payout. ,A,100,She took the best option for both of them. 
41,214120.0,threat3,column,B,0,She is choosing the best option for her regardless of player two's pick. ,B,0,"This was done only to spite the first player, this was not done for their own personal benefit. "
41,261549.0,threat1,column,B,51,Jack is maximizing his profit regardless of second player's pick. ,A,82,Robert chose the option that gave him the most money.
41,290281.0,singleControl1,column,B,0,Her payment is still 6$ while forcing the other player to get 0 instead of 6. ,A,0,This player had no choice.
41,320299.0,singleControl0,row,A,100,This player ensures payment for his partner as opposed to 0. ,A,100,This ensures that they are both paid rather than just the first player.
41,361760.0,pd3,column,B,16,Maria is ensuring that she will receive a payment as opposed to getting nothing at all. ,B,0,This is spiteful making the first person lose 8 dollars over getting 4. 
41,405142.0,pd0,row,A,100,This choice helps the second person more than it helps the first. ,A,100,"This ensures they both make money, and this is the highest total payout between the two."
41,466728.0,coordination1,column,B,50,"It is impossible to determine, these are the same choice.",A,0,"This choice does not make sense, this is done as an enemy. "
41,486916.0,coordination0,row,A,50,It is impossible to tell.,A,50,"It is impossible to tell, this is the logical choice. "
42,75259.0,threat0,row,A,97,I don't think they are enemies since they got the same amount.,A,42,I think that Jack likes the idea of getting more money than she does
42,131304.0,threat1,column,B,69,I think that this was just by chance,A,68,He still wanted to be fair to her and let her have something.
42,186351.0,threat3,row,B,25,Since both are guys they are both competivte,B,12,I think it comes down to competition
42,249911.0,coordination1,column,B,100,They wanted it to be equal. He thinks they both deserve the same.,A,100,It comes down to be fair and no harsh feelings toward one another
42,287329.0,coordination0,column,A,100,She wanted everyone to start off on the same amount ,A,100,She weighed her options and how it would benefit her or not
42,332570.0,pd3,row,B,30,I think that its hard to tell if she wants to keep it all or not,B,90,She decided to be fair and not be a mean person.
42,392354.0,pd0,row,A,98,He believes they are friends and have both earned their fair share.,A,100,Its about being fair and both recieving the same amount so they can continue to be friends.
42,436958.0,singleControl0,column,A,100,She likes him and wants to make sure things are equal.,A,100,She liked that they could both have the same amount and not be mad at one another if that was the case.
42,475569.0,singleControl1,column,B,100,She is a woman so has sympthay,A,61,She thought she was entitled to it
42,538666.0,disjunctive0,column,A,97,She liked to remain friends with Kaylee,A,100,She knew she made the right decison. I would of done the same thing.
42,564068.0,disjunctive3,column,B,100,Having equal is better,B,100,Nobody wins or loses
43,72484.0,disjunctive0,column,A,52,They both get the same no matter what,A,52,they both get the same either way
43,107865.0,disjunctive3,row,B,52,they both get the sme either way,B,53,they both get the same either way
43,178223.0,threat0,row,A,53,maria just chose the one tht would allow one of the to get more either way,A,74,jacob chose the one that allowed her to get more
43,233142.0,threat1,row,A,62,matt chose the better option for both people,B,63,"gavin chose what was best for him, anyone would"
43,281165.0,threat3,row,B,55,hannah is stupid,B,58,"kate chose what was best for her, anyone would"
43,343186.0,singleControl1,row,A,57,there only two real choices here,B,28,seems like they dont like the other player
43,387744.0,singleControl0,column,A,62,sensible choice,A,62,fair choice no loss
43,446751.0,coordination1,column,B,60,"only two real results here, sensible choice",A,11,william must be an idiot
43,510236.0,coordination0,column,A,52,"only two real choices, sensible choice",A,66,would of hurt self as much as other player
43,575696.0,pd3,column,B,56,sensible choice,B,54,sensible choice
43,614847.0,pd0,row,A,59,sensible,A,65,very fair
44,127443.0,pd0,column,A,100,OPtion B could leave Luke without money,A,100,Luke chose so that they both received money
44,337169.0,pd3,column,B,46,GErald appears to be looking out more for himself,B,35,"Sally chose so that she would still receive something, out of her choices"
44,483131.0,disjunctive3,column,B,57,"Either way, they will receive the same amount",B,8,"Matt could have chosen so that they both received equal amounts of money, but chose instead so that they received none"
44,751945.0,disjunctive0,row,A,100,"Either way, they will both recieve the same amount of money",A,49,"Ryan could have been looking out for both of them in his choice and assuring that they would both receive money, or he could have just been assuring that there was no opportunity for Frank to choose $0 for both of them. "
44,830067.0,singleControl1,row,A,61,"In both of these options, William will receive money",B,31,William chose so that Daniel did not get money.
44,942340.0,singleControl0,column,A,92,Lauren chose assuring both would get money,A,92,"Both were able to get money from these choices, assured by Lauren's inital choice"
44,1082689.0,coordination1,row,A,49,It isn't easy to tell from this as the choise are exactly the same either way,B,38,Zoe choose for them both to not receive money instead of them both receiving money
44,1256563.0,coordination0,column,A,49,"Either way, difficult to make a call from the first choice as the choices are the same ",A,52,"Austin could have chosen to assure that he received money, not caring that Sydney would also, but they aso could be friends."
44,1317567.0,threat0,column,A,58,She has chosen the options with the larger payouts for Geoff,A,92,GEoff chose the largest payouts for both of them
